Id,Model,Price,Age_08_04,KM,HP,CC,Doors,Cylinders,Quarterly_Tax,Weight,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar
140,TOYOTA Corolla Luna 5drs D4D116 PK 4/5-Doors,23000,11,25000,116,2000,5,4,64,1320,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
141,TOYOTA Corolla 1.6i 16V VVT I SOL + Navigatie 4/5-Doors,19900,20,23000,110,1600,5,4,85,1130,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
142,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,16450,20,22588,97,1400,5,4,85,1110,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
143,TOYOTA Corolla 1.8 VVTL-i T-Sport 3-Drs 4/5-Doors,23950,19,21684,192,1800,5,4,19,1185,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0
144,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19950,13,21428,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
145,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA COMF 4/5-Doors,18500,16,20629,110,1600,4,4,85,1090,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
146,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,18950,15,20270,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
147,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA 4/5-Doors,16450,16,20105,97,1400,5,4,85,1110,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0
148,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMF AUT 4/5-Doors,20500,20,20000,110,1600,5,4,100,1165,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
149,TOYOTA Corolla 1.6 16V VVT I 5DR EXEC BNS 4/5-Doors,24500,13,19988,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
150,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19450,19,18328,110,1600,5,4,85,1130,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
151,TOYOTA Corolla 1.6 16V VVT I SEDAN SOL AUT4 4/5-Doors,20950,14,17896,110,1600,4,4,85,1150,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
152,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,17200,20,17300,97,1400,5,4,85,1110,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
153,TOYOTA Corolla 1.6 16V VVT I 5DR SOL BNS 4/5-Doors,19950,19,17038,110,1600,5,4,85,1130,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
154,TOYOTA Corolla 1.4 16V VVT I 5DR LUNA BNS 4/5-Doors,18450,10,13747,97,1400,5,4,85,1110,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
155,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,19500,12,13634,110,1600,5,4,85,1115,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
156,TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,21750,13,13178,110,1600,5,4,85,1130,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
157,TOYOTA Corolla 1.4 16V VVT I SEDAN TERRA COMF 4/5-Doors,16868,15,13157,97,1400,4,4,85,1085,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
158,TOYOTA Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors,19500,16,13000,110,1600,4,4,85,1105,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
159,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18900,11,12500,110,1600,5,4,85,1115,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
160,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19750,17,11999,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
161,TOYOTA Corolla 1.6 16V VVT I 5DR SOL AUT4 4/5-Doors,19750,16,11754,110,1600,5,4,100,1180,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
162,TOYOTA Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors,18950,16,11000,110,1600,4,4,85,1105,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
163,TOYOTA Corolla 1.6 16v VVTi Linea Sol 4/5-Doors,20750,17,10000,110,1598,5,4,85,1105,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0
164,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,19600,9,7650,110,1600,5,4,85,1115,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0
165,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,19500,14,6500,110,1600,4,4,85,1100,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
166,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,17650,11,6155,97,1400,5,4,85,1110,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
167,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19950,14,6000,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
168,TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,19950,14,5459,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
169,TOYOTA Corolla 1.6 16V VVT I SEDAN SOL BNS AUT4 4/5-Doors,20950,14,5278,110,1600,4,4,85,1150,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
170,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,20500,12,5000,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
171,TOYOTA Corolla 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors,17795,9,1,98,1400,4,4,19,1065,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
172,TOYOTA Corolla 1.6-16v VVT-i Linea Terra Comfort AIRCO NIEUW 5DRS 4/5-Doors,18245,9,1,110,1600,5,4,19,1075,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
173,TOYOTA Corolla 1.6-16v VVT-i Executive B.edition 4/5-Doors,23750,8,11000,110,1600,5,4,85,1130,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
174,TOYOTA Corolla 1.4 16V VVT I 5DR LUNA 4/5-Doors,19500,8,10077,97,1400,5,4,85,1110,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
175,TOYOTA Corolla 1.4 16V VVT I 5DR LUNA 4/5-Doors,18950,8,10000,97,1400,5,4,85,1110,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0
176,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,21950,8,9788,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
177,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,19950,8,8574,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
178,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18950,8,7000,110,1600,5,4,85,1115,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0
179,TOYOTA Corolla 1.6 16V VVT I 5DR TERRA 4/5-Doors,19950,7,6250,110,1600,5,4,85,1115,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
180,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,21950,8,5000,110,1600,5,4,85,1130,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
181,TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors,22500,6,3000,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
182,TOYOTA Corolla 1.6 VVT-I 5DR LINEA TERRA 4/5-Doors,18500,7,2000,110,1600,5,4,19,1075,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0
183,TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors,18700,7,450,97,1400,5,4,85,1110,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
184,TOYOTA Corolla 1.4 16V 5DR TERRA 4/5-Doors,21125,2,225,97,1400,5,4,85,1110,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0
185,TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors,21500,2,15,110,1600,5,4,85,1130,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
186,TOYOTA Corolla 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors,17795,1,1,98,1400,4,4,19,1100,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
187,TOYOTA Corolla 1.6-16v VVT-i Linea Terra Comfort NIEUW AIRCO 5drs 4/5-Doors,18245,1,1,110,1600,5,4,19,1075,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
188,TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,6950,43,243000,69,1900,3,4,185,1110,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
189,TOYOTA Corolla 2.0 D4D SEDAN SOL 4/5-Doors,9500,38,180638,90,2000,4,4,210,1160,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
190,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,11950,40,179860,90,2000,5,4,210,1205,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
191,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,7750,43,178858,110,1600,3,4,197,1084,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
192,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,11950,40,161000,69,1900,3,4,185,1105,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
193,TOYOTA Corolla 1.8D Stationwagen,4350,44,158320,69,1800,5,4,64,1110,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
194,TOYOTA Corolla 1.8D 4/5-Doors,4750,44,131273,69,1800,5,4,64,1110,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
195,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,11750,40,130062,69,1900,5,4,185,1140,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
196,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,13250,41,123425,69,1900,5,4,185,1140,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
197,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,37,118217,110,1600,5,4,85,1075,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
198,TOYOTA Corolla 1.9 D Sedan 4/5-Doors,11900,44,110000,69,1900,5,4,185,1095,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
199,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,39,108847,90,2000,5,4,210,1205,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
200,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,42,105699,97,1400,3,4,69,1025,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
201,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,39,98823,110,1600,5,4,197,1119,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
202,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11495,44,96829,110,1600,5,4,85,1075,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
203,TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,11250,40,96518,97,1400,3,4,69,1025,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
204,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10500,42,92204,110,1600,5,4,85,1075,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
205,TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,10450,35,91456,69,1900,3,4,185,1110,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
206,TOYOTA Corolla 19D LB Linea Terra 4/5-Doors,12950,43,89968,69,1900,5,4,185,1140,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0
207,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11500,44,89757,110,1600,3,4,69,1045,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
208,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12500,40,85389,110,1600,5,4,85,1075,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
209,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,43,85017,97,1400,5,4,85,1060,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
210,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,41,84312,110,1600,5,4,85,1080,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
211,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,37,82743,110,1600,5,4,197,1121,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
212,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,13250,41,81106,69,1900,5,4,185,1140,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
213,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,40,80425,90,2000,5,4,210,1205,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
214,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,11790,34,78677,110,1600,5,4,85,1105,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
215,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11450,40,78425,110,1600,5,4,85,1075,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
216,TOYOTA Corolla 2.0 D4D HATCHB SOL 2/3-Doors,13500,33,78108,90,2000,3,4,210,1170,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
217,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10950,33,77321,110,1600,5,4,85,1075,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
218,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,33,75699,69,1900,3,4,185,1105,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0
219,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,41,75697,97,1400,3,4,69,1025,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
220,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,44,74846,97,1400,3,4,69,1025,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
221,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,38,74319,110,1600,5,4,85,1075,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
222,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,11950,43,74285,110,1600,5,4,85,1075,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
223,TOYOTA Corolla 1.6 HB LINEA SOL 4/5-Doors,12450,44,74172,110,1600,5,4,163,1615,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
224,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,40,73042,110,1598,5,4,85,1075,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1
225,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,14950,44,71793,110,1600,4,4,197,1067,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
226,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12450,35,71200,110,1600,5,4,85,1075,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
227,TOYOTA Corolla 1.6 16V VVT I WAGON BLUE Stationwagen,12950,38,67805,110,1600,5,4,85,1075,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
228,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11950,35,65988,110,1600,3,4,69,1040,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
229,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11690,34,65345,97,1400,5,4,85,1060,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
230,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12450,42,64564,110,1600,5,4,85,1080,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
231,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12750,36,63459,97,1400,5,4,85,1060,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0
232,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11925,44,63451,97,1400,3,4,69,1025,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
233,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 4/5-Doors,12950,33,62000,110,1600,5,4,19,1075,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
234,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11950,42,61300,97,1400,3,4,69,1030,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
235,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12900,41,61200,110,1600,3,4,69,1045,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
236,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11900,41,61000,110,1600,5,4,85,1075,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
237,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11650,38,60829,110,1600,5,4,85,1075,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
238,TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10950,44,60500,110,1600,5,4,85,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
239,TOYOTA Corolla 1.9 D HB SOL 2/3-Doors,13950,35,59500,69,1900,3,4,64,1110,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
240,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL AUT4 4/5-Doors,13950,44,59000,110,1600,5,4,85,1110,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
241,TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,11950,40,58954,110,1600,5,4,85,1080,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
242,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,38,58798,110,1600,5,4,85,1075,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
243,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,38,58363,110,1600,3,4,85,1055,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
244,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11950,43,58277,110,1600,3,4,69,1045,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0
245,TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,13500,33,57711,90,2000,3,4,210,1165,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
246,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11690,33,57269,110,1600,5,4,85,1075,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0
247,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13500,39,56001,110,1600,5,4,85,1075,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
248,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11950,42,55968,110,1600,3,4,69,1050,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
249,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,12900,39,55678,110,1600,4,4,69,1030,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1
250,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,13500,43,55539,110,1600,5,4,85,1085,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
251,TOYOTA Corolla 1.6 GL LB 4/5-Doors,11750,42,55400,110,1600,5,4,85,1075,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
252,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,33,55350,110,1600,5,4,85,1075,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0
253,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10850,43,54600,110,1600,4,4,69,1030,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
254,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,43,53773,110,1600,5,4,85,1075,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
255,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors,14950,42,53719,110,1600,5,4,85,1105,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
256,TOYOTA Corolla 1.6 Terra 5-Doors Liftback 4/5-Doors,9940,39,53644,110,1600,5,4,19,1075,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
257,TOYOTA Corolla 1.6-16v Linea Terra LB 4/5-Doors,12900,42,53350,110,1600,5,4,85,1075,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
258,TOYOTA Corolla 1.6I Luna liftback 4/5-Doors,13500,38,53000,110,1600,5,4,85,1075,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
259,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11750,44,52084,97,1400,3,4,69,1025,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
260,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,44,52000,97,1400,3,4,69,1025,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
261,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13450,33,51945,110,1600,5,4,85,1075,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
262,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,41,51732,97,1400,3,4,69,1025,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
263,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12495,39,50873,110,1600,5,4,85,1075,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
264,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,13500,41,50856,110,1600,4,4,69,1030,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
265,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12750,40,50640,110,1600,5,4,85,1075,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
266,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12000,39,50000,97,1400,5,4,85,1060,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
267,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,11950,38,49500,110,1600,5,4,85,1075,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
268,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12495,44,49332,110,1600,5,4,85,1080,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
269,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12450,34,49291,110,1600,3,4,69,1040,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
270,TOYOTA Corolla 2.0 D4D LIFTB SOL 4/5-Doors,14750,40,48952,90,2000,5,4,210,1205,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
271,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,39,48945,110,1600,3,4,69,1040,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
272,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,33,48928,69,1900,3,4,185,1105,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
273,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,38,48197,110,1600,5,4,85,1075,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
274,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,13500,35,48052,69,1900,3,4,185,1105,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
275,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,13450,34,48011,110,1600,4,4,69,1030,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
276,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,13500,43,48000,110,1600,5,4,85,1075,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
277,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11480,41,47350,110,1600,5,4,85,1075,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
278,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,13450,39,46821,97,1400,5,4,85,1060,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
279,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11495,39,46694,110,1600,3,4,69,1040,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
280,TOYOTA Corolla 1.4 VVTI L.Terra HB 4/5-Doors,12750,43,46515,97,1400,5,4,69,1025,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
